Timestamp,Open,Low,High,Close,Volume
2019-11-18 06:00:00+00:00,1.06432,1.06413,1.0646,1.06414,6567
2019-11-18 07:00:00+00:00,1.06413,1.06363,1.06434,1.06413,9228
2019-11-18 08:00:00+00:00,1.06413,1.06345,1.06435,1.06373,9216
2019-11-18 09:00:00+00:00,1.06374,1.0634,1.06399,1.06375,5686
2019-11-18 10:00:00+00:00,1.06374,1.06345,1.06417,1.06367,6501
2019-11-18 11:00:00+00:00,1.06368,1.06337,1.0639,1.06375,5344
2019-11-18 12:00:00+00:00,1.06375,1.06313,1.06388,1.0634,5529
2019-11-18 13:00:00+00:00,1.06339,1.0629,1.06427,1.06418,11760
2019-11-18 14:00:00+00:00,1.06416,1.0635,1.06419,1.06357,8172
2019-11-18 15:00:00+00:00,1.06357,1.06303,1.06526,1.06513,11168
2019-11-18 16:00:00+00:00,1.06511,1.06412,1.06516,1.06441,9792
2019-11-18 17:00:00+00:00,1.06442,1.06416,1.06451,1.06424,4345
2019-11-18 18:00:00+00:00,1.06418,1.06394,1.06459,1.06418,2261
2019-11-18 19:00:00+00:00,1.06419,1.06387,1.06426,1.06394,2220
2019-11-18 20:00:00+00:00,1.06393,1.06366,1.06414,1.06392,2125
2019-11-18 21:00:00+00:00,1.06392,1.06358,1.06437,1.06358,2702
2019-11-18 22:00:00+00:00,1.06362,1.06245,1.0645,1.06382,2504
2019-11-18 23:00:00+00:00,1.06381,1.06342,1.0644,1.06386,3088
2019-11-19 00:00:00+00:00,1.06382,1.06205,1.06403,1.06221,8772
2019-11-19 01:00:00+00:00,1.06221,1.06209,1.06368,1.06321,8705
2019-11-19 02:00:00+00:00,1.06321,1.06269,1.06407,1.06397,8531
2019-11-19 03:00:00+00:00,1.06396,1.06331,1.06419,1.06347,5393
2019-11-19 04:00:00+00:00,1.06348,1.06325,1.06366,1.06344,3336
2019-11-19 05:00:00+00:00,1.06343,1.06321,1.06364,1.06336,3695
2019-11-19 06:00:00+00:00,1.0634,1.06297,1.06353,1.06319,5470
2019-11-19 07:00:00+00:00,1.06318,1.06262,1.06358,1.06301,5993
2019-11-19 08:00:00+00:00,1.06301,1.06258,1.06327,1.06309,8842
2019-11-19 09:00:00+00:00,1.06309,1.06266,1.06327,1.06314,7203
2019-11-19 10:00:00+00:00,1.06314,1.06307,1.06454,1.06431,7681
2019-11-19 11:00:00+00:00,1.06427,1.06329,1.06449,1.0634,5998
2019-11-19 12:00:00+00:00,1.0634,1.06267,1.06342,1.06313,5443
2019-11-19 13:00:00+00:00,1.06313,1.06274,1.06352,1.06307,9433
2019-11-19 14:00:00+00:00,1.06309,1.06273,1.0634,1.06314,9849
2019-11-19 15:00:00+00:00,1.06314,1.06279,1.06349,1.063,11573
2019-11-19 16:00:00+00:00,1.063,1.06222,1.06324,1.06234,7545
2019-11-19 17:00:00+00:00,1.06234,1.06234,1.06292,1.06251,5648
2019-11-19 18:00:00+00:00,1.06253,1.06208,1.06269,1.06238,4136
2019-11-19 19:00:00+00:00,1.06238,1.06161,1.06248,1.06186,2203
2019-11-19 20:00:00+00:00,1.06186,1.06173,1.06227,1.06203,2594
2019-11-19 21:00:00+00:00,1.06202,1.06142,1.06223,1.06161,2034
2019-11-19 22:00:00+00:00,1.06155,1.06089,1.06199,1.06138,2518
2019-11-19 23:00:00+00:00,1.06138,1.06092,1.06163,1.06108,7246
2019-11-20 00:00:00+00:00,1.06107,1.06104,1.06201,1.06163,8885
2019-11-20 01:00:00+00:00,1.06163,1.06078,1.0623,1.06173,12928
2019-11-20 02:00:00+00:00,1.06173,1.06151,1.06213,1.0621,6340
2019-11-20 03:00:00+00:00,1.0621,1.06158,1.06231,1.06174,4140
2019-11-20 04:00:00+00:00,1.06173,1.06146,1.06179,1.06168,2274
2019-11-20 05:00:00+00:00,1.06168,1.06112,1.06169,1.06162,3293
2019-11-20 06:00:00+00:00,1.06161,1.06116,1.06193,1.06181,6199
2019-11-20 07:00:00+00:00,1.06181,1.06173,1.06243,1.06187,7284
2019-11-20 08:00:00+00:00,1.06187,1.06122,1.06207,1.06133,11619
2019-11-20 09:00:00+00:00,1.06132,1.06035,1.06148,1.06041,7156
2019-11-20 10:00:00+00:00,1.0604,1.06027,1.06099,1.0609,5186
2019-11-20 11:00:00+00:00,1.06093,1.05997,1.06132,1.06068,6122
2019-11-20 12:00:00+00:00,1.06069,1.06038,1.06095,1.0608,5472
2019-11-20 13:00:00+00:00,1.06081,1.0608,1.06204,1.06138,8060
2019-11-20 14:00:00+00:00,1.06138,1.06005,1.06152,1.06016,9322
2019-11-20 15:00:00+00:00,1.06016,1.05936,1.06036,1.05955,11158
2019-11-20 16:00:00+00:00,1.05955,1.05923,1.06047,1.05998,9007
2019-11-20 17:00:00+00:00,1.05999,1.05964,1.06055,1.05968,6859
2019-11-20 18:00:00+00:00,1.05968,1.05929,1.06,1.0595,7382
2019-11-20 19:00:00+00:00,1.05926,1.05913,1.05985,1.05967,4604
2019-11-20 20:00:00+00:00,1.05967,1.0595,1.05979,1.05976,2981
2019-11-20 21:00:00+00:00,1.05976,1.05963,1.0603,1.06,2763
2019-11-20 22:00:00+00:00,1.06,1.05921,1.06049,1.05983,3316
2019-11-20 23:00:00+00:00,1.05983,1.05946,1.06063,1.06053,4233
2019-11-21 00:00:00+00:00,1.06054,1.05979,1.06081,1.06037,10908
2019-11-21 01:00:00+00:00,1.06037,1.06017,1.06101,1.06095,14252
2019-11-21 02:00:00+00:00,1.06094,1.06019,1.06126,1.06065,16068
2019-11-21 03:00:00+00:00,1.06066,1.06025,1.06074,1.06037,8372
2019-11-21 04:00:00+00:00,1.06037,1.05965,1.06069,1.06015,5194
2019-11-21 05:00:00+00:00,1.06016,1.05946,1.06038,1.05985,6853
2019-11-21 06:00:00+00:00,1.05986,1.05923,1.06012,1.05989,8299
2019-11-21 07:00:00+00:00,1.05991,1.0593,1.06024,1.05939,10405
2019-11-21 08:00:00+00:00,1.0594,1.05835,1.05947,1.05872,9404
2019-11-21 09:00:00+00:00,1.05873,1.05841,1.05944,1.05856,7435
2019-11-21 10:00:00+00:00,1.05856,1.05832,1.0593,1.05841,9511
2019-11-21 11:00:00+00:00,1.0584,1.05804,1.05861,1.05831,6202
2019-11-21 12:00:00+00:00,1.05831,1.05801,1.05872,1.05859,6533
2019-11-21 13:00:00+00:00,1.05858,1.05846,1.05934,1.05894,13059
2019-11-21 14:00:00+00:00,1.05894,1.0586,1.05968,1.05939,12181
2019-11-21 15:00:00+00:00,1.05939,1.05939,1.06076,1.05967,12481
2019-11-21 16:00:00+00:00,1.05967,1.0592,1.05988,1.05922,8093
2019-11-21 17:00:00+00:00,1.05922,1.05888,1.05958,1.05935,4923
2019-11-21 18:00:00+00:00,1.05936,1.05923,1.06019,1.05995,3144
2019-11-21 19:00:00+00:00,1.05995,1.05964,1.06012,1.05988,3229
2019-11-21 20:00:00+00:00,1.05987,1.05956,1.0604,1.05985,2685
2019-11-21 21:00:00+00:00,1.05986,1.05955,1.06056,1.05979,2540
2019-11-21 22:00:00+00:00,1.05964,1.05897,1.06042,1.06016,2002
2019-11-21 23:00:00+00:00,1.06016,1.05978,1.06048,1.05986,4113
2019-11-22 00:00:00+00:00,1.05986,1.05976,1.06031,1.05997,8168
2019-11-22 01:00:00+00:00,1.05997,1.0599,1.06047,1.06022,8294
2019-11-22 02:00:00+00:00,1.06021,1.05984,1.06027,1.06016,6184
2019-11-22 03:00:00+00:00,1.06016,1.05974,1.06039,1.05976,4611
2019-11-22 04:00:00+00:00,1.05976,1.05937,1.05994,1.05942,3532
2019-11-22 05:00:00+00:00,1.05942,1.05907,1.05957,1.05912,3650
2019-11-22 06:00:00+00:00,1.05911,1.05883,1.05937,1.05899,6856
2019-11-22 07:00:00+00:00,1.05898,1.05884,1.05941,1.05936,5893
2019-11-22 08:00:00+00:00,1.05935,1.05846,1.05938,1.05879,12322
2019-11-22 09:00:00+00:00,1.05878,1.05807,1.05899,1.05837,11658
2019-11-22 10:00:00+00:00,1.05837,1.05783,1.05863,1.05798,5125
2019-11-22 11:00:00+00:00,1.05798,1.05728,1.05807,1.05807,5275
2019-11-22 12:00:00+00:00,1.05806,1.05804,1.05869,1.05846,6412
2019-11-22 13:00:00+00:00,1.05846,1.05799,1.05888,1.05879,8352
2019-11-22 14:00:00+00:00,1.0588,1.05848,1.05966,1.05951,8932
2019-11-22 15:00:00+00:00,1.05951,1.05842,1.05966,1.0591,10202
2019-11-22 16:00:00+00:00,1.0591,1.05863,1.05935,1.05904,8357
2019-11-22 17:00:00+00:00,1.05904,1.05841,1.05914,1.05876,4797
2019-11-22 18:00:00+00:00,1.05876,1.05866,1.05909,1.05876,2614
2019-11-22 19:00:00+00:00,1.05876,1.0586,1.05921,1.05892,2958
2019-11-22 20:00:00+00:00,1.05892,1.0587,1.05907,1.05888,1741
2019-11-22 21:00:00+00:00,1.05887,1.0584,1.05978,1.0584,1391
2019-11-24 23:00:00+00:00,1.05905,1.05897,1.06003,1.05967,3417
2019-11-25 00:00:00+00:00,1.05967,1.05895,1.05971,1.0593,5412
2019-11-25 01:00:00+00:00,1.05929,1.0585,1.0595,1.05882,7959
2019-11-25 02:00:00+00:00,1.05882,1.05773,1.05888,1.05788,5672
2019-11-25 03:00:00+00:00,1.05787,1.05782,1.05852,1.05829,4029
2019-11-25 04:00:00+00:00,1.05829,1.05776,1.05839,1.05786,2806
2019-11-25 05:00:00+00:00,1.05785,1.0578,1.05841,1.05812,5922
2019-11-25 06:00:00+00:00,1.05812,1.05785,1.05848,1.05789,5746
2019-11-25 07:00:00+00:00,1.05789,1.05786,1.05855,1.05801,5962
2019-11-25 08:00:00+00:00,1.05801,1.05756,1.05825,1.0577,7214
2019-11-25 09:00:00+00:00,1.05771,1.05754,1.05848,1.05789,6677
2019-11-25 10:00:00+00:00,1.0579,1.05788,1.05848,1.05834,5341
2019-11-25 11:00:00+00:00,1.05834,1.05799,1.05931,1.05902,4876
2019-11-25 12:00:00+00:00,1.05902,1.0587,1.05945,1.05911,5567
2019-11-25 13:00:00+00:00,1.05912,1.05855,1.05917,1.05878,9839
2019-11-25 14:00:00+00:00,1.05879,1.05841,1.05896,1.0588,10998
2019-11-25 15:00:00+00:00,1.0588,1.05704,1.05882,1.05725,9238
2019-11-25 16:00:00+00:00,1.05725,1.0571,1.05805,1.05755,7966
2019-11-25 17:00:00+00:00,1.05755,1.05748,1.05859,1.0584,4577
2019-11-25 18:00:00+00:00,1.05839,1.05761,1.05852,1.05798,3316
2019-11-25 19:00:00+00:00,1.05798,1.05774,1.05814,1.05791,2178
2019-11-25 20:00:00+00:00,1.05791,1.05762,1.05804,1.05769,2457
2019-11-25 21:00:00+00:00,1.05769,1.05374,1.05789,1.05614,4047
2019-11-25 22:00:00+00:00,1.05614,1.05528,1.05665,1.05543,2724
2019-11-25 23:00:00+00:00,1.05547,1.05544,1.05657,1.05645,5862
2019-11-26 00:00:00+00:00,1.05646,1.05642,1.05744,1.05722,7259
2019-11-26 01:00:00+00:00,1.05723,1.05575,1.05735,1.05575,13593
2019-11-26 02:00:00+00:00,1.05575,1.05553,1.0565,1.05633,8599
2019-11-26 03:00:00+00:00,1.05633,1.05542,1.0564,1.05601,5745
2019-11-26 04:00:00+00:00,1.05602,1.05577,1.05624,1.05598,5632
2019-11-26 05:00:00+00:00,1.05598,1.05594,1.05651,1.05616,6747
2019-11-26 06:00:00+00:00,1.05616,1.05579,1.05635,1.05612,6015
2019-11-26 07:00:00+00:00,1.05612,1.05574,1.05662,1.05627,6395
2019-11-26 08:00:00+00:00,1.05627,1.0557,1.0566,1.0564,8526
2019-11-26 09:00:00+00:00,1.0564,1.05562,1.05885,1.05625,13746
2019-11-26 10:00:00+00:00,1.05625,1.05535,1.05683,1.05553,6445
2019-11-26 11:00:00+00:00,1.05556,1.05548,1.05648,1.05622,4780
2019-11-26 12:00:00+00:00,1.05621,1.05591,1.05702,1.05594,4758
2019-11-26 13:00:00+00:00,1.05594,1.05543,1.05628,1.05547,7416
2019-11-26 14:00:00+00:00,1.05543,1.05527,1.05712,1.05683,10701
2019-11-26 15:00:00+00:00,1.05682,1.05634,1.0572,1.05687,10732
2019-11-26 16:00:00+00:00,1.05685,1.05649,1.05746,1.05734,8738
2019-11-26 17:00:00+00:00,1.05733,1.05643,1.05737,1.05652,5738
2019-11-26 18:00:00+00:00,1.05652,1.05609,1.05665,1.05613,3323
2019-11-26 19:00:00+00:00,1.05614,1.05602,1.05647,1.05627,2908
2019-11-26 20:00:00+00:00,1.05628,1.05575,1.0567,1.05605,2581
2019-11-26 21:00:00+00:00,1.05605,1.05567,1.05631,1.05583,2410
2019-11-26 22:00:00+00:00,1.05585,1.05529,1.05606,1.05564,3202
2019-11-26 23:00:00+00:00,1.05564,1.05524,1.05619,1.05602,4587
2019-11-27 00:00:00+00:00,1.05602,1.05566,1.0563,1.05577,7472
2019-11-27 01:00:00+00:00,1.05577,1.05517,1.05594,1.05589,7049
2019-11-27 02:00:00+00:00,1.05588,1.05583,1.05642,1.05593,4982
2019-11-27 03:00:00+00:00,1.05594,1.05489,1.05597,1.05508,5280
2019-11-27 04:00:00+00:00,1.05508,1.05417,1.05514,1.0546,6927
2019-11-27 05:00:00+00:00,1.0546,1.05433,1.05478,1.05466,4994
2019-11-27 06:00:00+00:00,1.05468,1.0542,1.05484,1.05442,5977
2019-11-27 07:00:00+00:00,1.05442,1.0543,1.0547,1.05434,5509
2019-11-27 08:00:00+00:00,1.05434,1.05411,1.05487,1.05484,6821
2019-11-27 09:00:00+00:00,1.05484,1.05473,1.05528,1.05516,6298
2019-11-27 10:00:00+00:00,1.05514,1.05508,1.05571,1.05566,5297
2019-11-27 11:00:00+00:00,1.05565,1.05548,1.05599,1.0555,5524
2019-11-27 12:00:00+00:00,1.0555,1.05498,1.05569,1.05529,4860
2019-11-27 13:00:00+00:00,1.05529,1.05484,1.05605,1.05591,8797
2019-11-27 14:00:00+00:00,1.05591,1.05532,1.05695,1.05653,8801
2019-11-27 15:00:00+00:00,1.05652,1.05538,1.05652,1.05569,8545
2019-11-27 16:00:00+00:00,1.0557,1.05464,1.05579,1.05472,7771
2019-11-27 17:00:00+00:00,1.05471,1.05452,1.05547,1.05523,4658
2019-11-27 18:00:00+00:00,1.0553,1.05515,1.05559,1.05546,2518
2019-11-27 19:00:00+00:00,1.05546,1.05496,1.05565,1.05497,2811
2019-11-27 20:00:00+00:00,1.05497,1.05497,1.05563,1.05547,3147
2019-11-27 21:00:00+00:00,1.05546,1.05493,1.05563,1.05548,2215
2019-11-27 22:00:00+00:00,1.05551,1.05486,1.05574,1.05498,2093
2019-11-27 23:00:00+00:00,1.05498,1.05402,1.05598,1.05537,6516
2019-11-28 00:00:00+00:00,1.0553,1.05265,1.0553,1.05317,15214
2019-11-28 01:00:00+00:00,1.05317,1.05301,1.05354,1.05347,9091
2019-11-28 02:00:00+00:00,1.05347,1.0532,1.05367,1.05327,5085
2019-11-28 03:00:00+00:00,1.05327,1.05275,1.05339,1.05282,3777
2019-11-28 04:00:00+00:00,1.05282,1.05258,1.05299,1.05281,3682
2019-11-28 05:00:00+00:00,1.0528,1.05276,1.05339,1.05327,3636
2019-11-28 06:00:00+00:00,1.05327,1.05322,1.05353,1.0533,5604
2019-11-28 07:00:00+00:00,1.0533,1.05294,1.05373,1.05302,5130
2019-11-28 08:00:00+00:00,1.05302,1.05256,1.05314,1.05307,5533
2019-11-28 09:00:00+00:00,1.05307,1.05239,1.05313,1.05248,4610
2019-11-28 10:00:00+00:00,1.05249,1.05232,1.0534,1.05337,3618
2019-11-28 11:00:00+00:00,1.05337,1.05306,1.054,1.05396,6826
2019-11-28 12:00:00+00:00,1.05396,1.05393,1.0543,1.05422,4417
2019-11-28 13:00:00+00:00,1.05421,1.05378,1.0544,1.0539,4934
2019-11-28 14:00:00+00:00,1.0539,1.0538,1.05494,1.05474,4325
2019-11-28 15:00:00+00:00,1.05472,1.0547,1.0555,1.05503,5697
2019-11-28 16:00:00+00:00,1.05502,1.05457,1.05528,1.05485,2870
2019-11-28 17:00:00+00:00,1.05484,1.05431,1.05491,1.05474,2678
2019-11-28 18:00:00+00:00,1.05474,1.05432,1.05477,1.05466,763
2019-11-28 19:00:00+00:00,1.05464,1.05411,1.05475,1.05442,1344
2019-11-28 20:00:00+00:00,1.05444,1.05417,1.05479,1.05438,1556
2019-11-28 21:00:00+00:00,1.05433,1.05403,1.05502,1.05465,2462
2019-11-28 22:00:00+00:00,1.05466,1.05401,1.05501,1.05451,3297
2019-11-28 23:00:00+00:00,1.05451,1.05421,1.05464,1.05422,6364
2019-11-29 00:00:00+00:00,1.05424,1.05408,1.05476,1.05442,6917
2019-11-29 01:00:00+00:00,1.05442,1.05353,1.0546,1.05393,8634
2019-11-29 02:00:00+00:00,1.05393,1.05387,1.05442,1.05428,6294
2019-11-29 03:00:00+00:00,1.05429,1.05389,1.05439,1.05415,5051
2019-11-29 04:00:00+00:00,1.05415,1.05405,1.05503,1.05495,5316
2019-11-29 05:00:00+00:00,1.05494,1.05481,1.05509,1.055,4564
2019-11-29 06:00:00+00:00,1.055,1.05423,1.05509,1.05432,5944
2019-11-29 07:00:00+00:00,1.05429,1.05414,1.05474,1.05428,3793
2019-11-29 08:00:00+00:00,1.05428,1.0534,1.05434,1.05347,4477
2019-11-29 09:00:00+00:00,1.05346,1.05294,1.05367,1.05316,4693
2019-11-29 10:00:00+00:00,1.05315,1.05293,1.0535,1.05341,4196
2019-11-29 11:00:00+00:00,1.0534,1.05335,1.05405,1.05344,3894
2019-11-29 12:00:00+00:00,1.05344,1.05265,1.0536,1.05291,4531
2019-11-29 13:00:00+00:00,1.05291,1.05231,1.05371,1.05365,6942
